month,merchant_id,total_sales,order_count,merchant_name,city_id,rank
November 2023,0c6e4,170359.61000000002,1020,Sandwich Express,6,1
November 2023,d4f0a,126116.6,841,Pasta Mania,2,2
November 2023,2b5d7,89067.44,601,Bagel House,4,3
November 2023,5c1f8,77399.37,572,Burger Factory,5,4
November 2023,b0a4f,75534.11,632,Gourmet Express,5,5
November 2023,7a8e0,74867.16,476,Thai Delight,2,6
November 2023,7c1a9,73735.87,654,Fried Chicken Hub,8,7
November 2023,8f7c2,73293.65,457,Pancit Palace,2,8
November 2023,3b7f0,67668.85,476,Donut Palace,2,9
November 2023,9d5f2,66403.34,525,Chili Express,2,10
November 2023,f7d1a,64682.69,417,Pancit Hub,8,11
November 2023,0e1b3,62606.07,431,Chicken Shack,2,12
November 2023,3f7e4,62329.14,608,Pizza Express,3,13
November 2023,e8b3c,58155.72,379,Taco Delight,5,14
November 2023,5b3d8,56314.35,452,Veggie Delight,8,15
November 2023,f1c7a,56253.43,445,Thai Orchid,5,16
November 2023,7e2d8,55447.03,446,Teriyaki Bowl,8,17
November 2023,3d9c8,52249.95,323,Teriyaki Express,8,18
November 2023,1f5b7,52072.34,497,Mediterranean Grill,5,19
November 2023,c5a8e,51084.83,329,Korean BBQ,2,20
November 2023,9f6b0,50772.08,370,Salad King,2,21
November 2023,6a0c3,49849.73,389,Indian Curry House,5,22
November 2023,8d5f9,49644.78,275,Wings Express,2,23
November 2023,5d9e3,49602.01,392,Waffle World,2,24
November 2023,9b4c2,48949.96,290,Fish & Chips Co.,1,25
November 2023,9c8e2,48523.87,390,Pie Town,5,26
November 2023,7c5b9,48036.41,379,Pizza Palace,5,27
November 2023,2a3e9,47274.39,383,Tapas Corner,1,28
November 2023,9f4a2,46699.95,356,Burrito Express,8,29
November 2023,2f7b5,45597.17,342,Ramen House,8,30
November 2023,8b7a3,45041.25,322,Pie Paradise,2,31
November 2023,7f4d2,44580.61,360,Rice Bowl House,2,32
November 2023,5b8d2,44288.53,371,Sushi Stop,2,33
November 2023,f9e4c,43920.86,334,Poke Bar,5,34
November 2023,0c2d7,43829.63,289,Fried Chicken Express,4,35
November 2023,4a7c1,43439.78,391,Poke Express,5,36
November 2023,8f2a6,42393.57,346,Sushi Haven,4,37
November 2023,2a1c4,42044.87,395,BBQ Corner,2,38
November 2023,1a5f4,42038.99,336,Shawarma Shack,5,39
November 2023,a6c9f,41834.26,320,Seafood Bay,8,40
November 2023,1a3f7,41734.19,408,Tasty Garden,8,41
November 2023,6a9c1,41146.49,292,Falafel Stop,2,42
November 2023,b7a3e,41129.57,270,Noodle Corner,2,43
November 2023,b3e8f,40838.97,260,Sushi Delight,2,44
November 2023,9a8c5,40742.47,290,Veggie World,5,45
November 2023,e9a1c,40690.87,334,Donut Den,8,46
November 2023,6f5a0,39524.39,371,Pizza Spot,1,47
November 2023,4a3e6,39458.04,330,Gourmet Grill,1,48
November 2023,0e7a4,39307.07,321,Crepe Corner,2,49
November 2023,a5c3b,39150.68,301,Taco Town,5,50
November 2023,1d4f2,38598.01,430,Pho Express,8,51
November 2023,5e0b4,38527.57,346,Tapas Express,2,52
November 2023,d3b6a,38491.2,235,Hot Dog Hut,1,53
November 2023,1c2e6,37311.3,258,Shawarma Express,7,54
November 2023,b0e7f,37053.85,314,Dumpling World,2,55
November 2023,4d9f1,36667.12,318,Salad Bowl,5,56
November 2023,7f2c1,35730.159999999996,330,Dumpling Delight,5,57
November 2023,4f0c5,35644.24,343,Ramen Express,2,58
November 2023,b2d8e,35622.71,285,Curry House,8,59
November 2023,c8d3e,35088.56,329,Pho Haven,5,60
November 2023,6d8e2,34353.53,250,Salad Stop,8,61
November 2023,e3b2d,34177.64,312,Waffle House,8,62
November 2023,b4a8f,34100.47,363,Burrito Bar,2,63
November 2023,3b1c6,33792.15,214,Salad Express,5,64
November 2023,5e7b2,33647.53,247,Smoothie Bar,2,65
November 2023,c9f0b,32974.56,353,Smoothie King,5,66
November 2023,7d4e1,32770.12,192,Dim Sum Palace,5,67
November 2023,6d0f7,32768.95,207,Chili House,5,68
November 2023,6c3f2,32614.56,255,Wings Spot,5,69
November 2023,3c7e9,31906.48,287,Pancake House,6,70
November 2023,3e2b6,31611.78,319,Bagel Bros,8,71
November 2023,f3b8d,31301.55,258,Taco Express,1,72
November 2023,e8c2b,30687.4,276,BBQ Nation,5,73
November 2023,4b1d7,30354.27,260,Pizza Haven,5,74
November 2023,a3e8b,30258.579999999998,258,Indian Spice,8,75
November 2023,a1b5e,29986.56,286,Steak Corner,4,76
November 2023,0e1f9,29556.079999999998,253,Dim Sum Delight,2,77
November 2023,c5e2a,29497.3,217,Curry Corner,5,78
November 2023,a9f4e,28760.67,249,Sushi World,2,79
November 2023,d4f7a,26681.05,286,Noodle Spot,2,80
November 2023,8a2c6,26527.7,236,Sandwich Hub,1,81
November 2023,e7a2f,26150.24,208,Crepe Delight,4,82
November 2023,2e8a5,24886.13,217,Burger Barn,8,83
November 2023,d1e9b,24825.149999999998,163,Falafel Express,2,84
November 2023,f8a3d,23837.91,188,BBQ Spot,2,85
November 2023,0c5d8,23070.0,219,Burger Joint,8,86
November 2023,7d3c1,22616.09,244,Taco Villa,6,87
November 2023,b9e5f,22050.350000000002,191,Fish Shack,8,88
November 2023,4e2d1,21042.93,198,Burger Bliss,5,89
November 2023,6f1c4,20783.54,243,French Toast Cafe,2,90
November 2023,4c9a2,19819.97,140,Steak Express,8,91
November 2023,9b5a0,18954.84,215,Noodle Nest,5,92
November 2023,2a9c5,18274.92,162,Curry Spot,5,93
November 2023,a4f0b,17888.54,165,Hot Dog Express,8,94
November 2023,b9e8c,17094.17,118,Curry Delight,8,95
November 2023,5f1d3,16574.66,175,Seafood Express,5,96
November 2023,2d7a9,16114.92,171,Korean Kitchen,1,97
November 2023,2f3d7,16016.35,183,French Bistro,5,98
November 2023,8e9a0,14331.07,155,Mediterranean Delight,8,99
November 2023,d6e4a,13571.49,165,Rice Express,1,100
