month,merchant_id,total_sales,order_count,merchant_name,city_id,rank
September 2023,0c6e4,152351.56,983,Sandwich Express,6,1
September 2023,d4f0a,94767.67,826,Pasta Mania,2,2
September 2023,b0a4f,87031.49,671,Gourmet Express,5,3
September 2023,7a8e0,83169.27,481,Thai Delight,2,4
September 2023,5c1f8,82222.72,581,Burger Factory,5,5
September 2023,3f7e4,76395.89,643,Pizza Express,3,6
September 2023,2b5d7,72049.76,601,Bagel House,4,7
September 2023,8f7c2,70334.5,427,Pancit Palace,2,8
September 2023,7c1a9,67677.24,626,Fried Chicken Hub,8,9
September 2023,3b7f0,67559.0,453,Donut Palace,2,10
September 2023,f7d1a,65938.74,423,Pancit Hub,8,11
September 2023,9d5f2,65433.65,502,Chili Express,2,12
September 2023,0e1b3,63229.9,431,Chicken Shack,2,13
September 2023,5b8d2,59963.35,411,Sushi Stop,2,14
September 2023,9c8e2,59744.56,395,Pie Town,5,15
September 2023,5b3d8,58284.1,450,Veggie Delight,8,16
September 2023,1f5b7,56771.68,564,Mediterranean Grill,5,17
September 2023,a5c3b,55086.840000000004,300,Taco Town,5,18
September 2023,f1c7a,54121.56,426,Thai Orchid,5,19
September 2023,b2d8e,54063.01,303,Curry House,8,20
September 2023,e8b3c,53767.92,368,Taco Delight,5,21
September 2023,2f7b5,52998.39,301,Ramen House,8,22
September 2023,7e2d8,52577.69,411,Teriyaki Bowl,8,23
September 2023,8f2a6,51942.79,353,Sushi Haven,4,24
September 2023,7c5b9,51434.05,366,Pizza Palace,5,25
September 2023,9f4a2,50393.37,429,Burrito Express,8,26
September 2023,9b4c2,50115.24,311,Fish & Chips Co.,1,27
September 2023,2a3e9,49922.4,409,Tapas Corner,1,28
September 2023,7f4d2,48941.909999999996,392,Rice Bowl House,2,29
September 2023,5e0b4,47151.02,387,Tapas Express,2,30
September 2023,b4a8f,47016.37,385,Burrito Bar,2,31
September 2023,6a0c3,46928.76,382,Indian Curry House,5,32
September 2023,b7a3e,46474.67,281,Noodle Corner,2,33
September 2023,9f6b0,46097.06,323,Salad King,2,34
September 2023,5d9e3,45954.45,368,Waffle World,2,35
September 2023,4a7c1,44732.96,353,Poke Express,5,36
September 2023,f9e4c,43736.56,331,Poke Bar,5,37
September 2023,c5a8e,43607.5,342,Korean BBQ,2,38
September 2023,c8d3e,43370.25,310,Pho Haven,5,39
September 2023,4b1d7,42983.14,240,Pizza Haven,5,40
September 2023,0e1f9,42480.26,230,Dim Sum Delight,2,41
September 2023,2a1c4,42447.75,395,BBQ Corner,2,42
September 2023,3d9c8,42097.76,310,Teriyaki Express,8,43
September 2023,1a3f7,41253.57,422,Tasty Garden,8,44
September 2023,e9a1c,40764.74,354,Donut Den,8,45
September 2023,6f5a0,40342.55,401,Pizza Spot,1,46
September 2023,b0e7f,39887.94,322,Dumpling World,2,47
September 2023,0e7a4,39567.03,304,Crepe Corner,2,48
September 2023,1a5f4,39427.26,330,Shawarma Shack,5,49
September 2023,b3e8f,39379.63,258,Sushi Delight,2,50
September 2023,8b7a3,38053.57,293,Pie Paradise,2,51
September 2023,4c9a2,37940.53,197,Steak Express,8,52
September 2023,4d9f1,36981.02,309,Salad Bowl,5,53
September 2023,8d5f9,36935.87,264,Wings Express,2,54
September 2023,c9f0b,36924.06,389,Smoothie King,5,55
September 2023,f3b8d,36897.96,263,Taco Express,1,56
September 2023,1d4f2,36728.64,421,Pho Express,8,57
September 2023,d4f7a,36625.840000000004,323,Noodle Spot,2,58
September 2023,a9f4e,36367.62,280,Sushi World,2,59
September 2023,0c2d7,36229.97,241,Fried Chicken Express,4,60
September 2023,6c3f2,35868.0,248,Wings Spot,5,61
September 2023,a6c9f,35409.01,315,Seafood Bay,8,62
September 2023,5e7b2,35291.46,242,Smoothie Bar,2,63
September 2023,e3b2d,35108.01,323,Waffle House,8,64
September 2023,a3e8b,34358.39,305,Indian Spice,8,65
September 2023,7d4e1,34067.99,182,Dim Sum Palace,5,66
September 2023,a1b5e,33889.99,309,Steak Corner,4,67
September 2023,6a9c1,33379.99,229,Falafel Stop,2,68
September 2023,4f0c5,33339.79,329,Ramen Express,2,69
September 2023,8a2c6,33050.32,238,Sandwich Hub,1,70
September 2023,4a3e6,32958.97,302,Gourmet Grill,1,71
September 2023,9a8c5,32228.4,279,Veggie World,5,72
September 2023,d3b6a,32116.88,243,Hot Dog Hut,1,73
September 2023,1c2e6,31427.56,237,Shawarma Express,7,74
September 2023,3c7e9,31411.03,302,Pancake House,6,75
September 2023,e8c2b,31002.11,260,BBQ Nation,5,76
September 2023,7f2c1,29739.48,315,Dumpling Delight,5,77
September 2023,3e2b6,29658.44,316,Bagel Bros,8,78
September 2023,c5e2a,29516.06,247,Curry Corner,5,79
September 2023,6d0f7,27344.54,206,Chili House,5,80
September 2023,a4f0b,27256.37,191,Hot Dog Express,8,81
September 2023,2e8a5,27167.489999999998,220,Burger Barn,8,82
September 2023,e7a2f,26046.37,220,Crepe Delight,4,83
September 2023,6f1c4,25785.61,221,French Toast Cafe,2,84
September 2023,3b1c6,24408.02,207,Salad Express,5,85
September 2023,4e2d1,22368.86,193,Burger Bliss,5,86
September 2023,d1e9b,21710.32,140,Falafel Express,2,87
September 2023,b9e5f,21448.66,187,Fish Shack,8,88
September 2023,6d8e2,21092.02,258,Salad Stop,8,89
September 2023,0c5d8,20602.66,194,Burger Joint,8,90
September 2023,2f3d7,20385.4,190,French Bistro,5,91
September 2023,2d7a9,20133.77,162,Korean Kitchen,1,92
September 2023,f8a3d,19535.14,169,BBQ Spot,2,93
September 2023,5f1d3,19333.52,185,Seafood Express,5,94
September 2023,2a9c5,18516.03,156,Curry Spot,5,95
September 2023,9b5a0,18205.739999999998,200,Noodle Nest,5,96
September 2023,7d3c1,18135.62,232,Taco Villa,6,97
September 2023,8e9a0,15467.99,140,Mediterranean Delight,8,98
September 2023,b9e8c,13190.03,147,Curry Delight,8,99
September 2023,d6e4a,12707.710000000001,157,Rice Express,1,100
