month,merchant_id,total_sales,order_count,merchant_name,city_id,rank
January 2023,0c6e4,147196.15,1027,Sandwich Express,6,1
January 2023,d4f0a,119839.35,849,Pasta Mania,2,2
January 2023,b0a4f,90820.39,671,Gourmet Express,5,3
January 2023,5c1f8,88527.06,602,Burger Factory,5,4
January 2023,7e2d8,73915.96,397,Teriyaki Bowl,8,5
January 2023,3b7f0,69215.41,440,Donut Palace,2,6
January 2023,9c8e2,63819.49,399,Pie Town,5,7
January 2023,2b5d7,61620.340000000004,596,Bagel House,4,8
January 2023,3f7e4,61619.01,674,Pizza Express,3,9
January 2023,7a8e0,59501.24,481,Thai Delight,2,10
January 2023,5b3d8,59478.13,438,Veggie Delight,8,11
January 2023,8f7c2,59105.69,404,Pancit Palace,2,12
January 2023,f7d1a,58403.31,403,Pancit Hub,8,13
January 2023,7c1a9,57379.67,605,Fried Chicken Hub,8,14
January 2023,8f2a6,57037.11,356,Sushi Haven,4,15
January 2023,9d5f2,55741.81,482,Chili Express,2,16
January 2023,f1c7a,54856.43,447,Thai Orchid,5,17
January 2023,0e1b3,54521.14,399,Chicken Shack,2,18
January 2023,4a7c1,52936.85,354,Poke Express,5,19
January 2023,2a3e9,52095.85,402,Tapas Corner,1,20
January 2023,1f5b7,51071.62,473,Mediterranean Grill,5,21
January 2023,e8b3c,50561.57,333,Taco Delight,5,22
January 2023,5d9e3,49257.14,381,Waffle World,2,23
January 2023,e3b2d,49113.96,349,Waffle House,8,24
January 2023,5b8d2,48987.41,418,Sushi Stop,2,25
January 2023,b7a3e,48605.51,303,Noodle Corner,2,26
January 2023,1d4f2,47836.02,463,Pho Express,8,27
January 2023,c5a8e,47692.77,332,Korean BBQ,2,28
January 2023,2a1c4,47557.61,359,BBQ Corner,2,29
January 2023,4d9f1,47091.72,332,Salad Bowl,5,30
January 2023,6a0c3,46676.49,393,Indian Curry House,5,31
January 2023,b4a8f,45987.71,369,Burrito Bar,2,32
January 2023,a6c9f,45378.62,308,Seafood Bay,8,33
January 2023,3d9c8,44877.0,314,Teriyaki Express,8,34
January 2023,5e0b4,44037.81,353,Tapas Express,2,35
January 2023,d4f7a,43663.18,332,Noodle Spot,2,36
January 2023,1a3f7,42844.82,397,Tasty Garden,8,37
January 2023,8b7a3,41642.27,356,Pie Paradise,2,38
January 2023,0c2d7,40906.82,273,Fried Chicken Express,4,39
January 2023,9f4a2,40762.3,369,Burrito Express,8,40
January 2023,7d4e1,39769.58,225,Dim Sum Palace,5,41
January 2023,a9f4e,39376.8,306,Sushi World,2,42
January 2023,6f5a0,39297.49,419,Pizza Spot,1,43
January 2023,a5c3b,38684.45,313,Taco Town,5,44
January 2023,9f6b0,38642.88,333,Salad King,2,45
January 2023,2f7b5,38581.62,302,Ramen House,8,46
January 2023,f3b8d,37828.81,270,Taco Express,1,47
January 2023,c5e2a,37797.15,225,Curry Corner,5,48
January 2023,b0e7f,37663.56,332,Dumpling World,2,49
January 2023,c9f0b,37508.4,350,Smoothie King,5,50
January 2023,a1b5e,37270.409999999996,316,Steak Corner,4,51
January 2023,0e7a4,37143.41,331,Crepe Corner,2,52
January 2023,7f4d2,37004.45,386,Rice Bowl House,2,53
January 2023,3c7e9,36988.24,252,Pancake House,6,54
January 2023,c8d3e,36693.57,340,Pho Haven,5,55
